demand
74443
71372
70985
71225
71542
71406
71401
71446
71387
71452
70935
71506
71385
74450
74552
74472
74436
74425
74300
74447
74433
74370
74464
74575
74325
74380
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
60412
1261
60464
56292
60468
1261
60457
60259
60486
60593
60316
60274
60600
60469
60797
60762
60887
60634
60865
60794
60900
60766
60901
60779
60739
60775
60813
60918
54178
54198
54514
54487
54517
54497
54567
54539
54149
54520
54500
54508
54584
54431
54500
54492
54580
54596
54588
54506
60885
51605
51678
51684
51503
51667
51537
51537
51634
51428
51698
60774
60786
60746
60749
60903
30071
60750
60901
60869
60789
60801
60666
60866
60749
60777
60906
60843
60658
60950
52110
52391
1105
52337
52181
52322
52470
52581
52601
52437
52436
52403
52572
52602
52403
52251
52435
52320
1105
52443
60881
60828
60882
60870
61036
60789
60903
61005
60827
60847
60874
60498
60840
60891
60834
60758
60860
60945
60451
60076
60449
60562
60616
60517
60616
60454
60591
60438
60430
60426
60371
60490
60358
60529
60494
60400
60488
60515
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
60486
60589
60394
60459
60581
57960
60472
60454
59691
60504
60569
60496
60367
60461
60491
60574
60256
60386
60482
60455
74435
74435
74469
74644
74443
74458
74449
74416
74458
73920
74355
74399
51573
51547
43568
51668
51497
51541
51601
51480
51549
51472
51647
51684
51498
51530
51677
60688
0
0
0
0
0
0
0
0
0
0
0
0
60840
60690
60675
60761
60860
60581
60764
60709
60702
60883
60836
60708
60751
60715
60883
60884
60792
0
64727
64858
64796
64858
64873
64805
64836
64696
64297
64951
64953
64960
1349
64793
30629
30574
30621
30594
30624
30299
30291
30606
30486
30114
30480
12576
12487
12645
12198
12483
12581
12600
12615
9390
11892
12551
12595
12539
12484
12619
12496
51628
51651
51443
51320
51666
51508
51637
51541
51669
51649
51663
51677
51527
51671
51531
51682
51493
74419
74635
74445
74389
74424
74552
74136
74459
74459
74314
74436
74308
74414
74409
74638
74247
74447
74561
60733
60851
60756
60728
10679
60749
60736
60888
60706
60828
60804
60813
60724
60707
60726
60733
60834
60884
60038
71436
71464
71354
71453
71421
71357
11436
71468
71615
71166
71589
71447
71378
71439
71559
1439
71477
71477
74243
74432
74451
74575
74440
74489
74579
74364
74449
74358
74437
74473
74427
74439
74339
74419
74650
74225
74253
71389
65847
65800
65738
65739
65845
65692
65743
65726
65585
65737
65718
65593
65879
65737
65743
60462
60453
60445
1261
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
60429
60607
60466
60498
60407
60484
60566
60429
60436
60432
65706
65758
65680
65720
74478
74104
74439
74590
74448
74577
74599
74401
74450
74533
74634
74453
74567
1493
74444
74449
74610
74378
74297
18055
74133
74386
74427
74448
74447
111
74590
74364
74588
74446
74503
74456
74405
74399
1493
74443
74424
74446
65710
65701
65896
65723
65740
65873
65718
65713
65741
65698
65723
65627
65767
65677
65683
65768
65724
65733
65767
74474
74457
74460
74539
74439
74429
74377
74252
74406
74464
74556
74435
74527
74567
74475
74449
74637
74435
74635
71461
71460
71480
71490
71447
71622
71392
71420
71541
71432
71481
71462
71384
71553
71467
52525
52544
52367
52423
52358
52424
52417
51922
52296
52444
52469
52391
52418
52401
52433
52398
52546
71421
71449
71531
71498
71355
71449
71636
71039
71572
71432
71392
118
71401
71444
71594
71543
71462
71453
71435
71381
51397
51375
51260
51206
51417
50970
51262
51273
51258
51266
51320
51070
51305
51326
51194
51341
51039
74425
74458
74446
74638
74562
74419
74439
74303
74444
74326
74370
74458
74052
74313
74400
74150
52288
52432
51540
52362
52497
52410
52343
52187
51981
52431
52419
52439
52452
52342
52527
52430
52407
52455
52428
71364
71467
71394
71377
71537
1439
71401
71403
60472
60574
60567
60157
60414
60533
60583
60606
60443
60431
60466
60465
60486
60611
60459
60594
60456
60432
60437
71453
69881
71556
71099
1439
71320
71444
71140
71414
71533
1439
71412
71461
71449
71401
71454
71447
69479
71404
61356
71471
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
64816
60861
60905
60794
60867
60858
60816
60840
65733
65833
65875
1251
65699
65756
65395
65607
65636
65852
65852
65748
65570
65655
65692
65502
65809
65719
64919
74421
73742
74397
74424
74468
74477
74357
74412
74423
74413
74468
74375
74454
74481
74571
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
71390
71475
71425
71466
71451
71316
71446
71445
71451
71348
71240
71353
71451
71652
1439
71461
71457
71393
71595
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
71448
71550
71355
71415
71376
70980
71599
71503
71384
71508
71438
1439
71440
71418
71413
71683
71304
71651
71589
71458
71362
64548
64821
64947
64817
64345
64414
64837
64848
64806
64817
64750
64807
65003
64831
64767
64855
64843
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
52355
64751
64767
65035
428
64843
64788
64792
65034
64832
64655
1349
64854
65002
64790
64876
52376
52447
52433
52482
51948
52444
52597
52402
52462
52422
52458
52551
52425
52553
50033
52575
71389
71486
71478
71555
71431
71583
71396
71454
71601
71480
71464
71422
71539
71590
71412
71668
71598
71515
71353
64845
64849
64805
64843
64799
64820
64843
64849
64798
64942
64867
64819
64871
64740
64700
64895
64855
64810
64989
64819
64817
20333
21468
21487
21510
21460
21529
21439
21393
21397
21482
21508
21419
21397
21502
21406
21440
21435
21511
21450
21395
65748
65800
65759
65784
65666
65712
65859
65745
65729
65835
65593
65647
65716
65757
65843
1251
65860
65812
64784
64784
64849
65013
64957
64869
64492
64924
64989
64776
64784
64841
64938
64320
64817
64807
64845
64851
64955
64833
64695
65839
1251
65692
65840
65670
65644
65731
65757
65738
51487
60715
60573
60855
60840
60710
60706
60791
60648
60842
60846
60358
60842
60743
60749
60803
60741
60669
60703
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
60476
60609
60426
60505
60494
60493
60451
60611
60483
60567
60564
60381
60499
60470
60480
60454
60360
60611
60486
64835
64836
64793
64790
64825
64826
64452
1349
64854
64814
65023
64823
64828
60849
61035
60817
60803
60812
60302
60911
60884
60885
60859
56277
60811
60817
60872
61018
60816
60894
51518
51410
51554
51556
51607
51358
51629
1131
51536
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
60225
60470
60499
60455
60469
65720
65842
65745
65796
65817
65688
65856
65731
65494
25531
25536
25518
25488
25504
25512
9696
25364
25527
25553
25488
25628
25487
12570
12650
11277
12660
60447
60457
60425
60465
60453
60352
59741
60456
60459
74465
74424
74458
74403
74473
74465
74457
74407
74415
74416
74490
74334
74492
74619
74446
74422
74457
52697
52914
52701
52836
52829
60879
60869
60888
60861
64814
64732
64479
64777
64538
64772
62982
64852
64458
64844
64769
64723
64788
64291
64865
64802
64864
64807
64832
65698
0
0
0
0
0
0
0
0
0
0
60378
65747
65754
60487
60285
60575
60455
60560
60456
60507
60513
60433
60466
60212
60562
60589
65702
65839
65755
65731
65589
65883
65852
65688
65691
65703
65649
65503
65642
65855
51521
51532
51449
51613
51547
51512
51541
1131
51543
51641
51532
51492
51180
51532
1131
51496
51277
51634
51683
60733
60773
60861
60742
60738
60804
60797
60890
60735
60898
60788
60934
60801
59769
60753
60787
60775
60755
1312
74456
74449
74454
74466
74552
74446
74567
74452
1493
74469
74318
74532
74442
74424
74565
74422
74424
74366
74178
52718
52684
52912
52912
52660
52822
52810
52864
52828
52938
52759
52771
52961
52886
52955
52830
52845
52878
52954
52825
1040
60805
60804
61115
60883
60869
60862
60844
60799
60901
60908
60449
60967
60979
60805
60922
60725
60803
60783
60967
60742
60946
52829
52928
1040
52796
52737
52957
52809
52825
52829
52809
52835
52818
52793
52871
52871
52766
52814
52406
52366
52443
52473
52218
52587
52444
52505
52129
52551
52294
52242
52329
50846
52437
52444
72507
72716
72753
72940
72750
72734
72506
72861
72633
72753
72608
72719
72256
51412
51327
50571
1076
1076
51262
51287
50511
50682
50962
51128
51276
51156
51258
54490
54309
54582
54519
54521
54487
54509
54452
54472
1102
54521
54566
54421
54447
54579
54548
54616
54499
54515
72908
72568
72762
72769
72503
72937
72786
72892
72809
72777
72948
72760
72697
72733
72808
72767
72895
65831
65589
65827
12558
39510
39555
39592
39581
39349
39498
39526
766
39207
766
39550
39064
39502
39632
39523
12513
12560
12625
12557
12572
12516
12560
12584
12571
12571
64592
64781
64766
64823
64839
64831
63644
64869
64823
64860
64359
64414
64715
64854
64943
59906
64854
64837
64825
64997
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
25394
25504
25513
25509
25496
25556
25572
25541
25397
25454
25379
25495
25571
25509
25417
25603
25487
25508
72788
72894
72844
72918
72752
72782
72762
72648
72758
72897
72377
72432
72736
72940
72792
72786
72701
1400
72765
64835
64869
64805
60763
64856
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
72780
72933
72593
72742
72733
72893
72929
72743
72692
72754
72892
72888
72859
72738
72890
72752
72750
72807
72736
72581
72779
60776
60887
60840
60785
60854
60886
60871
60884
60889
60871
60959
60967
60586
60898
60856
61093
74383
74418
74384
74404
74435
74459
74395
74633
74568
74431
74492
74353
74449
74440
74381
74642
74573
74397
74420
39583
39653
39482
39500
39464
39647
39391
39584
35124
39330
39552
39542
39535
39519
39428
39655
39639
39532
39657
39583
61023
61074
60909
60572
60889
